,Item_Visibility,Item_MRP,Item_Outlet_Sales
0,-0.9707321742340469,1.747453810500045,0.9106009965366555
1,-0.9081112260568363,-1.4890232521574345,-1.0184403547899659
2,-0.9569173311583042,0.010040209322175003,-0.04923753992440608
3,-1.2817577519125374,0.6600495477422742,-0.8491029869752907
4,-1.2817577519125374,-1.399219605090881,-0.6953727498347794
5,-1.2817577519125374,-1.4387337236796227,-0.9521100494247706
6,-1.0348125138019006,-1.3382381721359564,-1.0769670948180794
7,1.188837515791332,-0.5336410457037208,1.0791580078176226
8,-0.9583314466642701,-0.7069083520213211,-0.6473808230117262
9,0.5488453065859963,0.7520082767866417,1.4822121574778975
10,-1.2817577519125374,-1.532847534701804,-0.3898631668880268
11,-0.40058799877032625,0.05006178387588622,0.00343652610089597
12,0.6566838971316047,0.07203655420703896,-0.34694355753407685
13,-0.3658256745655802,-0.34228518245758355,-0.021144704710911476
14,0.03667562225268476,0.8904538263181622,-0.1194696279581422
15,0.057310668766534865,-1.3590727724192342,-0.37152478834588454
16,-1.1151508110924726,-0.4118034379118073,-0.3278248224582264
17,0.05939256480789004,-1.3911902385565518,-0.8572967305792266
18,-0.6181698487241785,-0.4449775686850424,0.07171772280036166
19,0.7047240141173495,1.4379377893347167,0.33235680505889403
20,1.3966185515839582,1.7645274554986428,0.9340116925479008
21,-0.595643526171456,0.057034485774297906,1.1033490603625762
22,-0.7836816597018126,0.8915104909540799,-0.3481140923346391
23,-0.1661995311008432,-0.5347394630456173,-1.1526616785877728
24,-0.7798372603004362,0.385862739327995,1.111542803966512
25,0.654234095763647,-1.5269732501452886,-0.7866744642786364
26,0.010881101829223555,-1.5847011837805032,-0.6540138535482457
27,-0.906601073732131,-1.636005624188254,-1.0972563646944922
28,1.8477543082833563,-1.5333549906667736,-1.1737313049978937
29,0.1180307469138997,-1.5632756221202988,-1.2045553880793667
30,2.0199037849071937,-1.3681588035894812,-1.1823152268686836
31,0.28486096606935896,-0.7154034218146416,0.3284550223903532
32,-1.2817577519125374,1.857584601884906,0.5196423731488574
33,-1.2817577519125374,-0.7683972409412153,-0.003976860969331499
34,0.6157985522146605,0.5440862245068757,-0.0562607487277796
35,0.44886520250168055,0.09181448985439881,0.9433759709523991
36,-0.12831171721837145,-0.20755883550476428,0.3612299968060968
37,0.910786911490034,-0.2963475706413785,-0.33484803126160007
38,1.1043638013731731,-1.6701946668914283,-1.0508251509388553
39,-0.7685091990669509,-0.8571024706658724,-0.0004652565676448733
40,0.7050997109275309,1.4395436626415825,0.7350207764523149
41,-0.7619683067478857,-0.2407329662779994,-0.018023278576078803
42,1.0017738991623335,0.8337825573188655,0.20281762046333615
43,0.05757949433180596,1.9099457069285748,2.68825318032389
44,-0.46233659151370204,-0.23266184703769174,-1.0594090728096455
45,0.4528925273309609,0.5958981208795964,-1.0683831729472895
46,-1.2817577519125374,0.19767686998961118,0.14507123696893084
47,-0.7801649677739476,1.9949734867805091,2.1295179021888333
48,1.0757033135732823,-1.2906529343069069,0.23169081221053892
49,3.668255029958882,0.8974682809225524,-0.8210101517617964
50,0.03193506656713815,0.04638433400316362,0.5586601998342664
51,1.8155285577649327,0.008392583309330693,-0.7796512554752628
52,-0.7255595567830038,-0.3845035916950874,-0.8030619514865083
53,-0.021134840704769096,0.889438914388223,0.5508566344971845
54,-0.7243369334605189,0.16826369450105572,1.5434701453739896
55,-1.0869104819518431,1.7351142800100874,2.3893766279136575
56,-0.34838186079487704,-0.5593350186135749,-0.037532191918783285
57,0.11292162692055246,-1.6531210218928305,-0.8112556950904442
58,2.080622176837962,0.8594347775227409,1.5992656375341243
59,-0.09787521694389653,0.6269589223809962,-0.7554602029303091
60,-1.2817577519125374,1.7009669900128916,0.5883137481151771
61,-0.5051071072025348,-0.8614126346215004,-0.655574566615662
62,-1.0474303562946887,-1.6493600666081507,-0.9942493022450123
63,1.6310552411717107,-1.4440587995651901,-1.191679505273182
64,-0.7775301671254916,1.8442301594650097,0.21218189886783442
65,2.4990155805231375,0.7135508228338178,-1.170219700596207
66,-0.640564878964057,0.5071511384489609,1.5731236936549007
67,0.2483666454577091,0.7231443099690344,-0.6227995921999187
68,-0.4735220414631741,0.383158448679233,0.07093736626665376
69,1.49803122264779,-0.7250804143618151,-0.09020625794408547
70,0.7590696508435975,0.4686519317901584,0.7350207764523149
71,1.0737414877826017,-1.313135160603029,-0.9271386403461088
72,-1.2817577519125374,0.3815525753723672,1.4201738130480974
73,-1.0622615421960757,0.7808722436042487,0.0607927313284473
74,2.3301792094005176,1.8206912685329697,1.9921751522561935
75,-0.8126084728147808,-0.43318724686603316,0.06391415746328025
76,-0.6376847241100662,0.5034319358702594,-0.5709058827083245
77,0.9223472054504896,-0.8191942253839966,-0.9013868747337388
78,0.8997899495450506,-0.5786054982959654,-0.347723914067785
79,-1.2817577519125374,1.309634935609361,1.8306413497786
80,-0.13140449041778599,-0.6282623126908718,-0.2833445000368602
81,-1.0087252312902333,0.6317765423015935,-0.4417568763796207
82,-0.40510064387029066,0.7541633587644556,1.4724577008065456
83,4.405206554054123,0.8610824035355852,-0.936502918750607
84,-0.6735172531625105,0.48792241147254867,0.5336887907556045
85,1.1680796661930148,0.5782752672100504,0.17472478524984153
86,-0.7893844829911502,0.3211621037943695,0.31362824824989793
87,-0.5247496698864764,0.24040273519208438,0.6472306664101447
88,1.1044473563127464,-0.7282504082695684,-0.8904618832618243
89,-0.5137731945040377,-0.380784389116386,-0.3855712059526317
